graph_id,family,n_nodes,n_edges,method,size,valid,runtime,label_size
1901,johnson,62,1872,gat_cond+greedy,2,True,0.007973909378051758,2
1241,hamming,48,1014,greedy_min_degree,3,True,0.0009739398956298828,3
1241,hamming,48,1014,greedy_random,2,True,2.6226043701171875e-05,3
1241,hamming,48,1014,sa_restarts,3,True,0.00031304359436035156,3
1241,hamming,48,1014,gat_cond+greedy,3,True,0.005464076995849609,3
4182,sanchis_random,170,8593,greedy_min_degree,8,True,0.007794857025146484,8
4182,sanchis_random,170,8593,greedy_random,6,True,5.984306335449219e-05,8
4182,sanchis_random,170,8593,sa_restarts,7,True,0.001399993896484375,8
4182,sanchis_random,170,8593,gat_cond+greedy,8,True,0.015268087387084961,8
2754,keller,57,762,greedy_min_degree,14,True,0.0009791851043701172,14
2754,keller,57,762,greedy_random,14,True,3.0994415283203125e-05,14
2754,keller,57,762,sa_restarts,13,True,0.0005879402160644531,14
2754,keller,57,762,gat_cond+greedy,14,True,0.0040471553802490234,14
440,brockington,79,2103,greedy_min_degree,6,True,0.002009153366088867,6
440,brockington,79,2103,greedy_random,5,True,4.00543212890625e-05,6
440,brockington,79,2103,sa_restarts,6,True,0.0005738735198974609,6
440,brockington,79,2103,gat_cond+greedy,5,True,0.006977081298828125,6
2882,p_hat,38,270,greedy_min_degree,8,True,0.0003337860107421875,9
2882,p_hat,38,270,greedy_random,7,True,2.384185791015625e-05,9
2882,p_hat,38,270,sa_restarts,8,True,0.0003299713134765625,9
2882,p_hat,38,270,gat_cond+greedy,9,True,0.0022051334381103516,9
2034,johnson,63,1884,greedy_min_degree,3,True,0.0016720294952392578,3
2034,johnson,63,1884,greedy_random,2,True,2.5033950805664062e-05,3
2034,johnson,63,1884,sa_restarts,3,True,0.00035309791564941406,3
2034,johnson,63,1884,gat_cond+greedy,3,True,0.006182193756103516,3
569,c_fat,38,684,greedy_min_degree,2,True,0.0006377696990966797,2
569,c_fat,38,684,greedy_random,1,True,2.09808349609375e-05,2
569,c_fat,38,684,sa_restarts,2,True,0.0002300739288330078,2
569,c_fat,38,684,gat_cond+greedy,2,True,0.002849102020263672,2
497,brockington,55,1056,greedy_min_degree,5,True,0.0009891986846923828,6
497,brockington,55,1056,greedy_random,3,True,2.4080276489257812e-05,6
497,brockington,55,1056,sa_restarts,6,True,0.0004329681396484375,6
497,brockington,55,1056,gat_cond+greedy,4,True,0.004597902297973633,6
1340,hamming,47,715,greedy_min_degree,7,True,0.0006990432739257812,7
1340,hamming,47,715,greedy_random,6,True,2.002716064453125e-05,7
1340,hamming,47,715,sa_restarts,6,True,0.00035381317138671875,7
1340,hamming,47,715,gat_cond+greedy,7,True,0.0028219223022460938,7
4940,steiner,39,616,greedy_min_degree,5,True,0.0005929470062255859,5
4940,steiner,39,616,greedy_random,4,True,1.811981201171875e-05,5
4940,steiner,39,616,sa_restarts,5,True,0.00027298927307128906,5
4940,steiner,39,616,gat_cond+greedy,5,True,0.0025391578674316406,5
4308,sanchis_random,140,7114,greedy_min_degree,5,True,0.006301164627075195,6
4308,sanchis_random,140,7114,greedy_random,4,True,3.600120544433594e-05,6
4308,sanchis_random,140,7114,sa_restarts,5,True,0.0009598731994628906,6
4308,sanchis_random,140,7114,gat_cond+greedy,5,True,0.017465829849243164,6
599,c_fat,66,2047,greedy_min_degree,2,True,0.0017940998077392578,3
599,c_fat,66,2047,greedy_random,3,True,2.7179718017578125e-05,3
599,c_fat,66,2047,sa_restarts,3,True,0.00035309791564941406,3
599,c_fat,66,2047,gat_cond+greedy,2,True,0.008842945098876953,3
1898,johnson,17,133,greedy_min_degree,2,True,0.0001690387725830078,2
1898,johnson,17,133,greedy_random,1,True,2.288818359375e-05,2
1898,johnson,17,133,sa_restarts,2,True,0.0001621246337890625,2
1898,johnson,17,133,exact,2,True,7.081031799316406e-05,2
1898,johnson,17,133,gat_cond+greedy,2,True,0.002201080322265625,2
2257,keller,48,544,greedy_min_degree,14,True,0.0006158351898193359,14
2257,keller,48,544,greedy_random,6,True,2.3126602172851562e-05,14
2257,keller,48,544,sa_restarts,12,True,0.0005369186401367188,14
2257,keller,48,544,gat_cond+greedy,14,True,0.0032880306243896484,14
2486,keller,45,485,greedy_min_degree,11,True,0.0005660057067871094,11
2486,keller,45,485,greedy_random,6,True,2.4080276489257812e-05,11
2486,keller,45,485,sa_restarts,8,True,0.0004112720489501953,11
2486,keller,45,485,gat_cond+greedy,10,True,0.0025920867919921875,11
2357,keller,52,626,greedy_min_degree,15,True,0.0006628036499023438,15
2357,keller,52,626,greedy_random,7,True,2.4080276489257812e-05,15
2357,keller,52,626,sa_restarts,15,True,0.0005750656127929688,15
2357,keller,52,626,gat_cond+greedy,15,True,0.0029401779174804688,15
3532,sanchis,195,9891,greedy_min_degree,10,True,0.009186744689941406,10
3532,sanchis,195,9891,greedy_random,8,True,5.793571472167969e-05,10
3532,sanchis,195,9891,sa_restarts,9,True,0.0018198490142822266,10
3532,sanchis,195,9891,gat_cond+greedy,8,True,0.017540693283081055,10
3940,sanchis_random,32,207,greedy_min_degree,7,True,0.0002732276916503906,8
3940,sanchis_random,32,207,greedy_random,5,True,2.09808349609375e-05,8
3940,sanchis_random,32,207,sa_restarts,7,True,0.00029778480529785156,8
3940,sanchis_random,32,207,exact,8,True,0.0009632110595703125,8
3940,sanchis_random,32,207,gat_cond+greedy,7,True,0.0031211376190185547,8
1935,johnson,112,5003,greedy_min_degree,6,True,0.0048677921295166016,8
1935,johnson,112,5003,greedy_random,8,True,4.100799560546875e-05,8
1935,johnson,112,5003,sa_restarts,7,True,0.0009160041809082031,8
1935,johnson,112,5003,gat_cond+greedy,4,True,0.012534141540527344,8
3510,sanchis,121,5551,greedy_min_degree,5,True,0.005207061767578125,5
3510,sanchis,121,5551,greedy_random,4,True,4.601478576660156e-05,5
3510,sanchis,121,5551,sa_restarts,5,True,0.0009829998016357422,5
3510,sanchis,121,5551,gat_cond+greedy,5,True,0.012867212295532227,5
3457,sanchis,121,5247,greedy_min_degree,5,True,0.004788875579833984,6
3457,sanchis,121,5247,greedy_random,5,True,4.076957702636719e-05,6
3457,sanchis,121,5247,sa_restarts,6,True,0.000965118408203125,6
3457,sanchis,121,5247,gat_cond+greedy,5,True,0.015076875686645508,6
3539,sanchis,92,2566,greedy_min_degree,6,True,0.002785921096801758,7
3539,sanchis,92,2566,greedy_random,5,True,3.4809112548828125e-05,7
3539,sanchis,92,2566,sa_restarts,7,True,0.0006282329559326172,7
3539,sanchis,92,2566,gat_cond+greedy,6,True,0.010255098342895508,7
439,brockington,90,2707,greedy_min_degree,6,True,0.002593994140625,6
439,brockington,90,2707,greedy_random,4,True,4.6253204345703125e-05,6
439,brockington,90,2707,sa_restarts,5,True,0.0006947517395019531,6
439,brockington,90,2707,gat_cond+greedy,5,True,0.008292675018310547,6
3627,sanchis,45,606,greedy_min_degree,6,True,0.0006480216979980469,6
3627,sanchis,45,606,greedy_random,5,True,3.1948089599609375e-05,6
3627,sanchis,45,606,sa_restarts,5,True,0.00039768218994140625,6
3627,sanchis,45,606,gat_cond+greedy,6,True,0.003329038619995117,6
3256,p_hat,55,385,greedy_min_degree,13,True,0.000518798828125,13
3256,p_hat,55,385,greedy_random,10,True,2.4080276489257812e-05,13
3256,p_hat,55,385,sa_restarts,11,True,0.0004639625549316406,13
3256,p_hat,55,385,gat_cond+greedy,13,True,0.0026159286499023438,13
1781,johnson,21,210,greedy_min_degree,1,True,0.0002377033233642578,1
1781,johnson,21,210,greedy_random,1,True,1.7881393432617188e-05,1
1781,johnson,21,210,sa_restarts,1,True,0.0001621246337890625,1
1781,johnson,21,210,exact,1,True,0.00010800361633300781,1
1781,johnson,21,210,gat_cond+greedy,1,True,0.0027637481689453125,1
2619,keller,52,633,greedy_min_degree,11,True,0.000659942626953125,13
2619,keller,52,633,greedy_random,8,True,2.193450927734375e-05,13
2619,keller,52,633,sa_restarts,8,True,0.0004100799560546875,13
2619,keller,52,633,gat_cond+greedy,7,True,0.0031518936157226562,13
3396,sanchis,26,232,greedy_min_degree,3,True,0.0002529621124267578,4
3396,sanchis,26,232,greedy_random,3,True,2.1219253540039062e-05,4
3396,sanchis,26,232,sa_restarts,4,True,0.0002300739288330078,4
3396,sanchis,26,232,exact,4,True,0.00024127960205078125,4
3396,sanchis,26,232,gat_cond+greedy,4,True,0.0020809173583984375,4
1567,hamming,191,15474,greedy_min_degree,9,True,0.014918088912963867,9
1567,hamming,191,15474,greedy_random,7,True,5.2928924560546875e-05,9
1567,hamming,191,15474,sa_restarts,7,True,0.0016047954559326172,9
1567,hamming,191,15474,gat_cond+greedy,8,True,0.02549910545349121,9
433,brockington,128,5362,greedy_min_degree,7,True,0.004971027374267578,7
433,brockington,128,5362,greedy_random,5,True,4.1961669921875e-05,7
433,brockington,128,5362,sa_restarts,5,True,0.0009691715240478516,7
433,brockington,128,5362,gat_cond+greedy,6,True,0.014542102813720703,7
1583,hamming,108,4439,greedy_min_degree,8,True,0.004285097122192383,8
1583,hamming,108,4439,greedy_random,7,True,4.100799560546875e-05,8
1583,hamming,108,4439,sa_restarts,6,True,0.0008189678192138672,8
1583,hamming,108,4439,gat_cond+greedy,8,True,0.013083219528198242,8
563,c_fat,37,660,greedy_min_degree,2,True,0.0006258487701416016,2
563,c_fat,37,660,greedy_random,1,True,1.7881393432617188e-05,2
563,c_fat,37,660,sa_restarts,2,True,0.00023102760314941406,2
563,c_fat,37,660,gat_cond+greedy,2,True,0.00310516357421875,2
1155,hamming,27,288,greedy_min_degree,3,True,0.00030732154846191406,3
1155,hamming,27,288,greedy_random,2,True,2.5033950805664062e-05,3
1155,hamming,27,288,sa_restarts,3,True,0.00023102760314941406,3
1155,hamming,27,288,exact,3,True,0.00024819374084472656,3
1155,hamming,27,288,gat_cond+greedy,3,True,0.0029680728912353516,3
792,c_fat,54,382,greedy_min_degree,5,True,0.0004680156707763672,6
792,c_fat,54,382,greedy_random,5,True,2.193450927734375e-05,6
792,c_fat,54,382,sa_restarts,5,True,0.00035190582275390625,6
792,c_fat,54,382,gat_cond+greedy,5,True,0.002724170684814453,6
1631,hamming,62,1254,greedy_min_degree,6,True,0.0012881755828857422,7
1631,hamming,62,1254,greedy_random,6,True,3.170967102050781e-05,7
1631,hamming,62,1254,sa_restarts,6,True,0.0005009174346923828,7
1631,hamming,62,1254,gat_cond+greedy,7,True,0.005608081817626953,7
2943,p_hat,75,821,greedy_min_degree,13,True,0.000946044921875,14
2943,p_hat,75,821,greedy_random,8,True,3.0040740966796875e-05,14
2943,p_hat,75,821,sa_restarts,12,True,0.0006270408630371094,14
2943,p_hat,75,821,gat_cond+greedy,13,True,0.004049062728881836,14
403,brockington,75,1882,greedy_min_degree,6,True,0.001931905746459961,6
403,brockington,75,1882,greedy_random,4,True,3.1948089599609375e-05,6
403,brockington,75,1882,sa_restarts,5,True,0.0005612373352050781,6
403,brockington,75,1882,gat_cond+greedy,5,True,0.00814509391784668,6
2444,keller,188,10987,greedy_min_degree,25,True,0.016473054885864258,25
2444,keller,188,10987,greedy_random,9,True,5.793571472167969e-05,25
2444,keller,188,10987,sa_restarts,21,True,0.002500772476196289,25
2444,keller,188,10987,gat_cond+greedy,25,True,0.05006074905395508,25
3670,sanchis,60,1255,greedy_min_degree,5,True,0.0012316703796386719,5
3670,sanchis,60,1255,greedy_random,3,True,2.5272369384765625e-05,5
3670,sanchis,60,1255,sa_restarts,4,True,0.0004189014434814453,5
3670,sanchis,60,1255,gat_cond+greedy,4,True,0.006479024887084961,5
4231,sanchis_random,29,175,greedy_min_degree,7,True,0.00022602081298828125,7
4231,sanchis_random,29,175,greedy_random,6,True,1.7881393432617188e-05,7
4231,sanchis_random,29,175,sa_restarts,7,True,0.0002849102020263672,7
4231,sanchis_random,29,175,exact,7,True,0.0005159378051757812,7
4231,sanchis_random,29,175,gat_cond+greedy,7,True,0.0024809837341308594,7
3856,sanchis,100,2364,greedy_min_degree,9,True,0.0023131370544433594,9
3856,sanchis,100,2364,greedy_random,6,True,3.2901763916015625e-05,9
3856,sanchis,100,2364,sa_restarts,8,True,0.0007128715515136719,9
3856,sanchis,100,2364,gat_cond+greedy,9,True,0.009218692779541016,9
44,brockington,61,1476,greedy_min_degree,4,True,0.0014300346374511719,4
44,brockington,61,1476,greedy_random,3,True,4.00543212890625e-05,4
44,brockington,61,1476,sa_restarts,4,True,0.00040602684020996094,4
44,brockington,61,1476,gat_cond+greedy,3,True,0.006062030792236328,4
3801,sanchis,88,2504,greedy_min_degree,7,True,0.0023512840270996094,7
3801,sanchis,88,2504,greedy_random,5,True,3.314018249511719e-05,7
3801,sanchis,88,2504,sa_restarts,6,True,0.0006160736083984375,7
3801,sanchis,88,2504,gat_cond+greedy,6,True,0.009541034698486328,7
347,brockington,100,3563,greedy_min_degree,5,True,0.0036230087280273438,6
347,brockington,100,3563,greedy_random,4,True,4.506111145019531e-05,6
347,brockington,100,3563,sa_restarts,5,True,0.0007340908050537109,6
347,brockington,100,3563,gat_cond+greedy,4,True,0.010744094848632812,6
3004,p_hat,43,303,greedy_min_degree,10,True,0.0003972053527832031,10
3004,p_hat,43,303,greedy_random,9,True,3.123283386230469e-05,10
3004,p_hat,43,303,sa_restarts,10,True,0.0003628730773925781,10
3004,p_hat,43,303,gat_cond+greedy,11,True,0.0027010440826416016,10
4298,sanchis_random,168,9738,greedy_min_degree,6,True,0.009440898895263672,7
4298,sanchis_random,168,9738,greedy_random,6,True,5.1021575927734375e-05,7
4298,sanchis_random,168,9738,sa_restarts,6,True,0.0013210773468017578,7
4298,sanchis_random,168,9738,gat_cond+greedy,5,True,0.017405986785888672,7
1753,johnson,71,1924,greedy_min_degree,7,True,0.0017561912536621094,7
1753,johnson,71,1924,greedy_random,6,True,3.0040740966796875e-05,7
1753,johnson,71,1924,sa_restarts,7,True,0.0005080699920654297,7
1753,johnson,71,1924,gat_cond+greedy,4,True,0.007040977478027344,7
4585,steiner,107,5220,greedy_min_degree,4,True,0.005337238311767578,4
4585,steiner,107,5220,greedy_random,2,True,4.482269287109375e-05,4
4585,steiner,107,5220,sa_restarts,4,True,0.0007610321044921875,4
4585,steiner,107,5220,gat_cond+greedy,4,True,0.012912273406982422,4
1448,hamming,23,212,greedy_min_degree,2,True,0.00023508071899414062,2
1448,hamming,23,212,greedy_random,2,True,2.09808349609375e-05,2
1448,hamming,23,212,sa_restarts,2,True,0.000209808349609375,2
1448,hamming,23,212,exact,2,True,0.0001621246337890625,2
1448,hamming,23,212,gat_cond+greedy,2,True,0.002960205078125,2
1452,hamming,25,249,greedy_min_degree,2,True,0.0002548694610595703,2
1452,hamming,25,249,greedy_random,2,True,1.8358230590820312e-05,2
1452,hamming,25,249,sa_restarts,2,True,0.00021719932556152344,2
1452,hamming,25,249,exact,2,True,0.00018787384033203125,2
1452,hamming,25,249,gat_cond+greedy,2,True,0.002579927444458008,2
1531,hamming,55,978,greedy_min_degree,7,True,0.0010118484497070312,7
1531,hamming,55,978,greedy_random,6,True,3.0040740966796875e-05,7
1531,hamming,55,978,sa_restarts,7,True,0.000453948974609375,7
1531,hamming,55,978,gat_cond+greedy,5,True,0.0037620067596435547,7
2686,keller,15,29,greedy_min_degree,8,True,7.390975952148438e-05,8
2686,keller,15,29,greedy_random,8,True,1.52587890625e-05,8
2686,keller,15,29,sa_restarts,6,True,0.00019931793212890625,8
2686,keller,15,29,exact,8,True,9.584426879882812e-05,8
2686,keller,15,29,gat_cond+greedy,8,True,0.001560211181640625,8
3428,sanchis,187,10024,greedy_min_degree,7,True,0.009768962860107422,8
3428,sanchis,187,10024,greedy_random,7,True,6.008148193359375e-05,8
3428,sanchis,187,10024,sa_restarts,8,True,0.0015981197357177734,8
3428,sanchis,187,10024,gat_cond+greedy,7,True,0.017801284790039062,8
3713,sanchis,29,188,greedy_min_degree,6,True,0.00023818016052246094,6
3713,sanchis,29,188,greedy_random,6,True,2.5033950805664062e-05,6
3713,sanchis,29,188,sa_restarts,6,True,0.00028395652770996094,6
3713,sanchis,29,188,exact,6,True,0.0005435943603515625,6
3713,sanchis,29,188,gat_cond+greedy,6,True,0.0027129650115966797,6
2544,keller,200,12437,greedy_min_degree,25,True,0.012134790420532227,26
2544,keller,200,12437,greedy_random,8,True,7.486343383789062e-05,26
2544,keller,200,12437,sa_restarts,26,True,0.0027048587799072266,26
2544,keller,200,12437,gat_cond+greedy,10,True,0.01946115493774414,26
1383,hamming,200,18944,greedy_min_degree,3,True,0.01937413215637207,3
1383,hamming,200,18944,greedy_random,3,True,5.888938903808594e-05,3
1383,hamming,200,18944,sa_restarts,3,True,0.0012738704681396484,3
1383,hamming,200,18944,gat_cond+greedy,3,True,0.029518842697143555,3
4098,sanchis_random,53,948,greedy_min_degree,4,True,0.0009138584136962891,5
4098,sanchis_random,53,948,greedy_random,3,True,2.384185791015625e-05,5
4098,sanchis_random,53,948,sa_restarts,4,True,0.00039196014404296875,5
4098,sanchis_random,53,948,gat_cond+greedy,4,True,0.003787994384765625,5
2718,keller,200,12393,greedy_min_degree,23,True,0.012602090835571289,23
2718,keller,200,12393,greedy_random,10,True,7.200241088867188e-05,23
2718,keller,200,12393,sa_restarts,10,True,0.0018749237060546875,23
2718,keller,200,12393,gat_cond+greedy,15,True,0.019991159439086914,23
2517,keller,14,25,greedy_min_degree,7,True,7.295608520507812e-05,7
2517,keller,14,25,greedy_random,4,True,1.9073486328125e-05,7
2517,keller,14,25,sa_restarts,7,True,0.00019311904907226562,7
2517,keller,14,25,exact,7,True,7.104873657226562e-05,7
2517,keller,14,25,gat_cond+greedy,4,True,0.0011637210845947266,7
3870,sanchis,21,141,greedy_min_degree,4,True,0.0001678466796875,4
3870,sanchis,21,141,greedy_random,3,True,1.4781951904296875e-05,4
3870,sanchis,21,141,sa_restarts,4,True,0.0001957416534423828,4
3870,sanchis,21,141,exact,4,True,0.0001380443572998047,4
3870,sanchis,21,141,gat_cond+greedy,4,True,0.002148866653442383,4
4943,steiner,39,617,greedy_min_degree,4,True,0.0006048679351806641,4
4943,steiner,39,617,greedy_random,4,True,2.193450927734375e-05,4
4943,steiner,39,617,sa_restarts,4,True,0.00031113624572753906,4
4943,steiner,39,617,gat_cond+greedy,3,True,0.002834796905517578,4
2608,keller,12,18,greedy_min_degree,7,True,7.390975952148438e-05,7
2608,keller,12,18,greedy_random,7,True,1.8835067749023438e-05,7
2608,keller,12,18,sa_restarts,7,True,0.0001919269561767578,7
2608,keller,12,18,exact,7,True,5.1975250244140625e-05,7
2608,keller,12,18,gat_cond+greedy,7,True,0.001074075698852539,7
2989,p_hat,113,3249,greedy_min_degree,9,True,0.003579854965209961,10
2989,p_hat,113,3249,greedy_random,5,True,4.887580871582031e-05,10
2989,p_hat,113,3249,sa_restarts,9,True,0.0008161067962646484,10
2989,p_hat,113,3249,gat_cond+greedy,8,True,0.010532140731811523,10
1130,hamming,23,211,greedy_min_degree,3,True,0.00024080276489257812,3
1130,hamming,23,211,greedy_random,3,True,2.4080276489257812e-05,3
1130,hamming,23,211,sa_restarts,3,True,0.0002129077911376953,3
1130,hamming,23,211,exact,3,True,0.00016880035400390625,3
1130,hamming,23,211,gat_cond+greedy,3,True,0.002000093460083008,3
2921,p_hat,53,660,greedy_min_degree,7,True,0.0007200241088867188,8
2921,p_hat,53,660,greedy_random,7,True,2.7894973754882812e-05,8
2921,p_hat,53,660,sa_restarts,7,True,0.0004558563232421875,8
2921,p_hat,53,660,gat_cond+greedy,7,True,0.002910137176513672,8
4169,sanchis_random,51,818,greedy_min_degree,5,True,0.0008268356323242188,5
4169,sanchis_random,51,818,greedy_random,3,True,2.288818359375e-05,5
4169,sanchis_random,51,818,sa_restarts,5,True,0.0003991127014160156,5
4169,sanchis_random,51,818,gat_cond+greedy,5,True,0.004032135009765625,5
2490,keller,47,517,greedy_min_degree,14,True,0.0005838871002197266,14
2490,keller,47,517,greedy_random,5,True,3.218650817871094e-05,14
2490,keller,47,517,sa_restarts,7,True,0.0004050731658935547,14
2490,keller,47,517,gat_cond+greedy,14,True,0.0026488304138183594,14
4754,steiner,43,760,greedy_min_degree,4,True,0.0007622241973876953,4
4754,steiner,43,760,greedy_random,3,True,2.5987625122070312e-05,4
4754,steiner,43,760,sa_restarts,4,True,0.0003147125244140625,4
4754,steiner,43,760,gat_cond+greedy,4,True,0.004073143005371094,4
3202,p_hat,52,858,greedy_min_degree,6,True,0.0008311271667480469,6
3202,p_hat,52,858,greedy_random,4,True,2.09808349609375e-05,6
3202,p_hat,52,858,sa_restarts,5,True,0.00042819976806640625,6
3202,p_hat,52,858,gat_cond+greedy,6,True,0.004704952239990234,6
60,brockington,59,1108,greedy_min_degree,5,True,0.00109100341796875,6
60,brockington,59,1108,greedy_random,5,True,3.719329833984375e-05,6
60,brockington,59,1108,sa_restarts,5,True,0.00045108795166015625,6
60,brockington,59,1108,gat_cond+greedy,4,True,0.0059969425201416016,6
845,c_fat,22,224,greedy_min_degree,2,True,0.00023603439331054688,2
845,c_fat,22,224,greedy_random,2,True,2.09808349609375e-05,2
845,c_fat,22,224,sa_restarts,2,True,0.00018024444580078125,2
845,c_fat,22,224,exact,2,True,0.00011897087097167969,2
845,c_fat,22,224,gat_cond+greedy,2,True,0.002287149429321289,2
1889,johnson,50,1217,greedy_min_degree,2,True,0.0011038780212402344,2
1889,johnson,50,1217,greedy_random,1,True,2.3126602172851562e-05,2
1889,johnson,50,1217,sa_restarts,2,True,0.00026702880859375,2
1889,johnson,50,1217,gat_cond+greedy,2,True,0.004396915435791016,2
965,c_fat,53,1371,greedy_min_degree,2,True,0.0014340877532958984,2
965,c_fat,53,1371,greedy_random,1,True,2.1696090698242188e-05,2
965,c_fat,53,1371,sa_restarts,2,True,0.0002491474151611328,2
965,c_fat,53,1371,gat_cond+greedy,2,True,0.005906820297241211,2
3415,sanchis,52,653,greedy_min_degree,6,True,0.0007169246673583984,7
3415,sanchis,52,653,greedy_random,4,True,3.0994415283203125e-05,7
3415,sanchis,52,653,sa_restarts,7,True,0.0004200935363769531,7
3415,sanchis,52,653,gat_cond+greedy,7,True,0.002710103988647461,7
1445,hamming,102,3923,greedy_min_degree,7,True,0.0037522315979003906,7
1445,hamming,102,3923,greedy_random,6,True,4.6253204345703125e-05,7
1445,hamming,102,3923,sa_restarts,7,True,0.0007681846618652344,7
1445,hamming,102,3923,gat_cond+greedy,7,True,0.011509895324707031,7
4280,sanchis_random,170,8339,greedy_min_degree,7,True,0.007695198059082031,8
4280,sanchis_random,170,8339,greedy_random,6,True,4.7206878662109375e-05,8
4280,sanchis_random,170,8339,sa_restarts,7,True,0.001435995101928711,8
4280,sanchis_random,170,8339,gat_cond+greedy,6,True,0.019153118133544922,8
3758,sanchis,67,1188,greedy_min_degree,7,True,0.0011539459228515625,7
3758,sanchis,67,1188,greedy_random,5,True,2.6941299438476562e-05,7
3758,sanchis,67,1188,sa_restarts,6,True,0.0005140304565429688,7
3758,sanchis,67,1188,gat_cond+greedy,6,True,0.005239963531494141,7
1097,c_fat,150,5551,greedy_min_degree,5,True,0.005192756652832031,5
1097,c_fat,150,5551,greedy_random,3,True,5.1021575927734375e-05,5
1097,c_fat,150,5551,sa_restarts,3,True,0.0006890296936035156,5
1097,c_fat,150,5551,gat_cond+greedy,5,True,0.013329029083251953,5
236,brockington,183,9963,greedy_min_degree,7,True,0.009714841842651367,8
236,brockington,183,9963,greedy_random,6,True,6.198883056640625e-05,8
236,brockington,183,9963,sa_restarts,7,True,0.001596212387084961,8
236,brockington,183,9963,gat_cond+greedy,6,True,0.01670074462890625,8
3772,sanchis,191,10893,greedy_min_degree,7,True,0.011173009872436523,8
3772,sanchis,191,10893,greedy_random,5,True,5.91278076171875e-05,8
3772,sanchis,191,10893,sa_restarts,7,True,0.0015518665313720703,8
3772,sanchis,191,10893,gat_cond+greedy,7,True,0.019130945205688477,8
3773,sanchis,112,2950,greedy_min_degree,10,True,0.0028579235076904297,10
3773,sanchis,112,2950,greedy_random,7,True,4.8160552978515625e-05,10
3773,sanchis,112,2950,sa_restarts,8,True,0.0008480548858642578,10
3773,sanchis,112,2950,gat_cond+greedy,9,True,0.008521080017089844,10
3712,sanchis,141,5688,greedy_min_degree,7,True,0.005883216857910156,8
3712,sanchis,141,5688,greedy_random,7,True,4.887580871582031e-05,8
3712,sanchis,141,5688,sa_restarts,7,True,0.0011920928955078125,8
3712,sanchis,141,5688,gat_cond+greedy,6,True,0.015210866928100586,8
2913,p_hat,20,48,greedy_min_degree,8,True,0.00012183189392089844,9
2913,p_hat,20,48,greedy_random,7,True,2.6941299438476562e-05,9
2913,p_hat,20,48,sa_restarts,9,True,0.00024008750915527344,9
2913,p_hat,20,48,exact,9,True,0.00015807151794433594,9
2913,p_hat,20,48,gat_cond+greedy,8,True,0.0014913082122802734,9
3474,sanchis,156,8645,greedy_min_degree,6,True,0.00851893424987793,6
3474,sanchis,156,8645,greedy_random,4,True,4.1961669921875e-05,6
3474,sanchis,156,8645,sa_restarts,6,True,0.0011172294616699219,6
3474,sanchis,156,8645,gat_cond+greedy,5,True,0.01630997657775879,6
3195,p_hat,70,1062,greedy_min_degree,9,True,0.0011000633239746094,9
3195,p_hat,70,1062,greedy_random,8,True,3.2901763916015625e-05,9
3195,p_hat,70,1062,sa_restarts,7,True,0.0005781650543212891,9
3195,p_hat,70,1062,gat_cond+greedy,8,True,0.005442142486572266,9
4674,steiner,200,18480,greedy_min_degree,5,True,0.01809096336364746,5
4674,steiner,200,18480,greedy_random,3,True,5.793571472167969e-05,5
4674,steiner,200,18480,sa_restarts,4,True,0.0013420581817626953,5
4674,steiner,200,18480,gat_cond+greedy,3,True,0.02842998504638672,5
238,brockington,25,155,greedy_min_degree,5,True,0.0002071857452392578,5
238,brockington,25,155,greedy_random,3,True,2.002716064453125e-05,5
238,brockington,25,155,sa_restarts,5,True,0.00022792816162109375,5
238,brockington,25,155,exact,5,True,0.00029087066650390625,5
238,brockington,25,155,gat_cond+greedy,5,True,0.002791881561279297,5
2533,keller,200,12373,greedy_min_degree,20,True,0.015292167663574219,20
2533,keller,200,12373,greedy_random,7,True,6.771087646484375e-05,20
2533,keller,200,12373,sa_restarts,13,True,0.0022389888763427734,20
2533,keller,200,12373,gat_cond+greedy,10,True,0.021087169647216797,20
1385,hamming,29,337,greedy_min_degree,3,True,0.0003581047058105469,3
1385,hamming,29,337,greedy_random,2,True,2.6226043701171875e-05,3
1385,hamming,29,337,sa_restarts,3,True,0.0002598762512207031,3
1385,hamming,29,337,exact,3,True,0.00029015541076660156,3
1385,hamming,29,337,gat_cond+greedy,3,True,0.003075122833251953,3
4359,sanchis_random,68,1345,greedy_min_degree,6,True,0.0013272762298583984,6
4359,sanchis_random,68,1345,greedy_random,5,True,2.8848648071289062e-05,6
4359,sanchis_random,68,1345,sa_restarts,6,True,0.0005290508270263672,6
4359,sanchis_random,68,1345,gat_cond+greedy,6,True,0.006851673126220703,6
2023,johnson,63,1899,greedy_min_degree,2,True,0.0020470619201660156,2
2023,johnson,63,1899,greedy_random,2,True,2.6226043701171875e-05,2
2023,johnson,63,1899,sa_restarts,3,True,0.0003750324249267578,2
2023,johnson,63,1899,gat_cond+greedy,2,True,0.006176948547363281,2
4565,steiner,40,647,greedy_min_degree,3,True,0.0006682872772216797,4
4565,steiner,40,647,greedy_random,4,True,2.9802322387695312e-05,4
4565,steiner,40,647,sa_restarts,4,True,0.0003609657287597656,4
4565,steiner,40,647,gat_cond+greedy,4,True,0.0221407413482666,4
379,brockington,99,3678,greedy_min_degree,5,True,0.00583195686340332,5
379,brockington,99,3678,greedy_random,4,True,4.506111145019531e-05,5
379,brockington,99,3678,sa_restarts,5,True,0.0007266998291015625,5
379,brockington,99,3678,gat_cond+greedy,4,True,0.011437177658081055,5
