graph_id,family,n_nodes,n_edges,method,size,valid,runtime,label_size
634,c_fat,85,3478,greedy_min_degree,3,True,0.026102066040039062,3
634,c_fat,85,3478,greedy_random,2,True,0.0009641647338867188,3
634,c_fat,85,3478,sa_restarts,2,True,0.0010597705841064453,3
634,c_fat,85,3478,gat_cond+greedy,2,True,0.036881208419799805,3
550,brockington,52,639,greedy_min_degree,7,True,0.0008313655853271484,7
550,brockington,52,639,greedy_random,5,True,4.315376281738281e-05,7
550,brockington,52,639,sa_restarts,7,True,0.00048470497131347656,7
550,brockington,52,639,gat_cond+greedy,6,True,0.0060389041900634766,7
607,c_fat,85,971,greedy_min_degree,8,True,0.0011818408966064453,8
607,c_fat,85,971,greedy_random,5,True,3.409385681152344e-05,8
607,c_fat,85,971,sa_restarts,6,True,0.0005209445953369141,8
607,c_fat,85,971,gat_cond+greedy,8,True,0.010955095291137695,8
3905,sanchis_random,60,1275,greedy_min_degree,4,True,0.00131988525390625,5
3905,sanchis_random,60,1275,greedy_random,3,True,2.7894973754882812e-05,5
3905,sanchis_random,60,1275,sa_restarts,4,True,0.0004248619079589844,5
3905,sanchis_random,60,1275,gat_cond+greedy,4,True,0.01540994644165039,5
2079,johnson,39,726,greedy_min_degree,2,True,0.0012998580932617188,2
2079,johnson,39,726,greedy_random,2,True,7.605552673339844e-05,2
2079,johnson,39,726,sa_restarts,2,True,0.0005371570587158203,2
2079,johnson,39,726,gat_cond+greedy,2,True,0.008156061172485352,2
4834,steiner,103,4913,greedy_min_degree,4,True,0.008367061614990234,4
4834,steiner,103,4913,greedy_random,4,True,4.792213439941406e-05,4
4834,steiner,103,4913,sa_restarts,4,True,0.004593849182128906,4
4834,steiner,103,4913,gat_cond+greedy,4,True,0.17305898666381836,4
1156,hamming,28,193,greedy_min_degree,6,True,0.0002739429473876953,6
1156,hamming,28,193,greedy_random,6,True,2.8848648071289062e-05,6
1156,hamming,28,193,sa_restarts,6,True,0.0004820823669433594,6
1156,hamming,28,193,exact,6,True,0.001008749008178711,6
1156,hamming,28,193,gat_cond+greedy,4,True,0.012012958526611328,6
1793,johnson,170,12542,greedy_min_degree,10,True,0.044480085372924805,10
1793,johnson,170,12542,greedy_random,6,True,8.487701416015625e-05,10
1793,johnson,170,12542,sa_restarts,7,True,0.0054168701171875,10
1793,johnson,170,12542,gat_cond+greedy,10,True,0.09663009643554688,10
2073,johnson,20,190,greedy_min_degree,1,True,0.0003440380096435547,1
2073,johnson,20,190,greedy_random,1,True,2.5987625122070312e-05,1
2073,johnson,20,190,sa_restarts,1,True,0.0005419254302978516,1
2073,johnson,20,190,exact,1,True,0.00011491775512695312,1
2073,johnson,20,190,gat_cond+greedy,1,True,0.01154780387878418,1
1189,hamming,102,3978,greedy_min_degree,8,True,0.015865802764892578,8
1189,hamming,102,3978,greedy_random,7,True,4.9114227294921875e-05,8
1189,hamming,102,3978,sa_restarts,7,True,0.0008568763732910156,8
1189,hamming,102,3978,gat_cond+greedy,5,True,0.17634987831115723,8
4681,steiner,200,18474,greedy_min_degree,4,True,0.07070803642272949,4
4681,steiner,200,18474,greedy_random,3,True,8.702278137207031e-05,4
4681,steiner,200,18474,sa_restarts,4,True,0.004046916961669922,4
4681,steiner,200,18474,gat_cond+greedy,5,True,0.15273332595825195,4
2647,keller,46,489,greedy_min_degree,12,True,0.0010387897491455078,13
2647,keller,46,489,greedy_random,5,True,3.2901763916015625e-05,13
2647,keller,46,489,sa_restarts,12,True,0.0014290809631347656,13
2647,keller,46,489,gat_cond+greedy,8,True,0.009485006332397461,13
4514,steiner,42,732,greedy_min_degree,4,True,0.0009882450103759766,4
4514,steiner,42,732,greedy_random,4,True,4.673004150390625e-05,4
4514,steiner,42,732,sa_restarts,4,True,0.0003399848937988281,4
4514,steiner,42,732,gat_cond+greedy,2,True,0.004987001419067383,4
95,brockington,46,521,greedy_min_degree,7,True,0.0006670951843261719,7
95,brockington,46,521,greedy_random,6,True,3.0040740966796875e-05,7
95,brockington,46,521,sa_restarts,6,True,0.0004150867462158203,7
95,brockington,46,521,gat_cond+greedy,7,True,0.0034210681915283203,7
1008,c_fat,60,1749,greedy_min_degree,2,True,0.002003908157348633,2
1008,c_fat,60,1749,greedy_random,1,True,2.8133392333984375e-05,2
1008,c_fat,60,1749,sa_restarts,2,True,0.00043320655822753906,2
1008,c_fat,60,1749,gat_cond+greedy,2,True,0.011987924575805664,2
3896,sanchis_random,195,14405,greedy_min_degree,6,True,0.05825495719909668,6
3896,sanchis_random,195,14405,greedy_random,3,True,5.5789947509765625e-05,6
3896,sanchis_random,195,14405,sa_restarts,5,True,0.0016238689422607422,6
3896,sanchis_random,195,14405,gat_cond+greedy,5,True,0.027196168899536133,6
2959,p_hat,175,5113,greedy_min_degree,15,True,0.03161478042602539,15
2959,p_hat,175,5113,greedy_random,11,True,5.7220458984375e-05,15
2959,p_hat,175,5113,sa_restarts,14,True,0.0013499259948730469,15
2959,p_hat,175,5113,gat_cond+greedy,15,True,0.020157814025878906,15
539,brockington,71,1926,greedy_min_degree,5,True,0.041409969329833984,5
539,brockington,71,1926,greedy_random,3,True,3.4809112548828125e-05,5
539,brockington,71,1926,sa_restarts,4,True,0.000453948974609375,5
539,brockington,71,1926,gat_cond+greedy,5,True,0.06105399131774902,5
2068,johnson,81,3089,greedy_min_degree,2,True,0.008588075637817383,3
2068,johnson,81,3089,greedy_random,2,True,4.029273986816406e-05,3
2068,johnson,81,3089,sa_restarts,3,True,0.0004899501800537109,3
2068,johnson,81,3089,gat_cond+greedy,2,True,0.021543025970458984,3
925,c_fat,39,734,greedy_min_degree,2,True,0.0007390975952148438,2
925,c_fat,39,734,greedy_random,2,True,3.0994415283203125e-05,2
925,c_fat,39,734,sa_restarts,2,True,0.0002689361572265625,2
925,c_fat,39,734,gat_cond+greedy,2,True,0.004513978958129883,2
1502,hamming,51,1109,greedy_min_degree,3,True,0.0014221668243408203,4
1502,hamming,51,1109,greedy_random,4,True,3.409385681152344e-05,4
1502,hamming,51,1109,sa_restarts,3,True,0.0004119873046875,4
1502,hamming,51,1109,gat_cond+greedy,2,True,0.034242868423461914,4
1286,hamming,47,970,greedy_min_degree,2,True,0.0009357929229736328,3
1286,hamming,47,970,greedy_random,2,True,2.9325485229492188e-05,3
1286,hamming,47,970,sa_restarts,3,True,0.00030803680419921875,3
1286,hamming,47,970,gat_cond+greedy,2,True,0.004403114318847656,3
215,brockington,26,214,greedy_min_degree,5,True,0.0002601146697998047,5
215,brockington,26,214,greedy_random,3,True,1.9073486328125e-05,5
215,brockington,26,214,sa_restarts,4,True,0.00022912025451660156,5
215,brockington,26,214,exact,5,True,0.00025916099548339844,5
215,brockington,26,214,gat_cond+greedy,4,True,0.002719879150390625,5
760,c_fat,59,1661,greedy_min_degree,3,True,0.001483917236328125,3
760,c_fat,59,1661,greedy_random,2,True,2.5033950805664062e-05,3
760,c_fat,59,1661,sa_restarts,2,True,0.0003247261047363281,3
760,c_fat,59,1661,gat_cond+greedy,2,True,0.005051136016845703,3
4876,steiner,196,18405,greedy_min_degree,4,True,0.017512083053588867,4
4876,steiner,196,18405,greedy_random,4,True,5.984306335449219e-05,4
4876,steiner,196,18405,sa_restarts,4,True,0.0014851093292236328,4
4876,steiner,196,18405,gat_cond+greedy,4,True,0.03202700614929199,4
131,brockington,52,1013,greedy_min_degree,5,True,0.001094818115234375,5
131,brockington,52,1013,greedy_random,4,True,3.600120544433594e-05,5
131,brockington,52,1013,sa_restarts,4,True,0.0003719329833984375,5
131,brockington,52,1013,gat_cond+greedy,4,True,0.004900932312011719,5
1845,johnson,24,266,greedy_min_degree,2,True,0.00029087066650390625,2
1845,johnson,24,266,greedy_random,1,True,1.9073486328125e-05,2
1845,johnson,24,266,sa_restarts,2,True,0.0001971721649169922,2
1845,johnson,24,266,exact,2,True,0.00016188621520996094,2
1845,johnson,24,266,gat_cond+greedy,2,True,0.002855062484741211,2
4282,sanchis_random,58,1137,greedy_min_degree,5,True,0.001085042953491211,5
4282,sanchis_random,58,1137,greedy_random,3,True,2.3126602172851562e-05,5
4282,sanchis_random,58,1137,sa_restarts,5,True,0.0004279613494873047,5
4282,sanchis_random,58,1137,gat_cond+greedy,5,True,0.004724025726318359,5
4780,steiner,44,782,greedy_min_degree,4,True,0.0007631778717041016,4
4780,steiner,44,782,greedy_random,4,True,2.5987625122070312e-05,4
4780,steiner,44,782,sa_restarts,4,True,0.00033736228942871094,4
4780,steiner,44,782,gat_cond+greedy,4,True,0.003371000289916992,4
2771,keller,59,811,greedy_min_degree,16,True,0.0008738040924072266,16
2771,keller,59,811,greedy_random,12,True,2.8848648071289062e-05,16
2771,keller,59,811,sa_restarts,8,True,0.0005118846893310547,16
2771,keller,59,811,gat_cond+greedy,16,True,0.0032892227172851562,16
134,brockington,34,410,greedy_min_degree,4,True,0.0004169940948486328,4
134,brockington,34,410,greedy_random,4,True,2.09808349609375e-05,4
134,brockington,34,410,sa_restarts,4,True,0.00028395652770996094,4
134,brockington,34,410,exact,4,True,0.0004799365997314453,4
134,brockington,34,410,gat_cond+greedy,4,True,0.001979827880859375,4
1634,hamming,63,1720,greedy_min_degree,3,True,0.0017309188842773438,3
1634,hamming,63,1720,greedy_random,2,True,3.0994415283203125e-05,3
1634,hamming,63,1720,sa_restarts,3,True,0.00037479400634765625,3
1634,hamming,63,1720,gat_cond+greedy,3,True,0.00575709342956543,3
171,brockington,34,273,greedy_min_degree,6,True,0.0003619194030761719,7
171,brockington,34,273,greedy_random,5,True,4.482269287109375e-05,7
171,brockington,34,273,sa_restarts,7,True,0.00030493736267089844,7
171,brockington,34,273,exact,7,True,0.0007627010345458984,7
171,brockington,34,273,gat_cond+greedy,6,True,0.0024459362030029297,7
4671,steiner,112,5766,greedy_min_degree,4,True,0.005469083786010742,4
4671,steiner,112,5766,greedy_random,3,True,3.5762786865234375e-05,4
4671,steiner,112,5766,sa_restarts,4,True,0.0007369518280029297,4
4671,steiner,112,5766,gat_cond+greedy,4,True,0.01355290412902832,4
1741,johnson,169,13603,greedy_min_degree,3,True,0.012052774429321289,3
1741,johnson,169,13603,greedy_random,2,True,4.482269287109375e-05,3
1741,johnson,169,13603,sa_restarts,3,True,0.0009322166442871094,3
1741,johnson,169,13603,gat_cond+greedy,3,True,0.02117180824279785,3
2485,keller,63,931,greedy_min_degree,16,True,0.0010721683502197266,16
2485,keller,63,931,greedy_random,6,True,3.814697265625e-05,16
2485,keller,63,931,sa_restarts,8,True,0.0005450248718261719,16
2485,keller,63,931,gat_cond+greedy,7,True,0.004441976547241211,16
3791,sanchis,112,2490,greedy_min_degree,11,True,0.002469778060913086,12
3791,sanchis,112,2490,greedy_random,8,True,3.4809112548828125e-05,12
3791,sanchis,112,2490,sa_restarts,9,True,0.0008330345153808594,12
3791,sanchis,112,2490,gat_cond+greedy,10,True,0.009688138961791992,12
4841,steiner,105,5044,greedy_min_degree,4,True,0.0044019222259521484,4
4841,steiner,105,5044,greedy_random,4,True,4.9114227294921875e-05,4
4841,steiner,105,5044,sa_restarts,4,True,0.0007481575012207031,4
4841,steiner,105,5044,gat_cond+greedy,2,True,0.01297903060913086,4
4743,steiner,110,5556,greedy_min_degree,4,True,0.0048389434814453125,4
4743,steiner,110,5556,greedy_random,4,True,3.814697265625e-05,4
4743,steiner,110,5556,sa_restarts,4,True,0.0007350444793701172,4
4743,steiner,110,5556,gat_cond+greedy,3,True,0.012869119644165039,4
383,brockington,30,277,greedy_min_degree,4,True,0.000324249267578125,5
383,brockington,30,277,greedy_random,4,True,2.3126602172851562e-05,5
383,brockington,30,277,sa_restarts,4,True,0.00028586387634277344,5
383,brockington,30,277,exact,5,True,0.00041985511779785156,5
383,brockington,30,277,gat_cond+greedy,4,True,0.002794027328491211,5
3274,p_hat,24,175,greedy_min_degree,5,True,0.00021386146545410156,5
3274,p_hat,24,175,greedy_random,3,True,2.1219253540039062e-05,5
3274,p_hat,24,175,sa_restarts,5,True,0.00024890899658203125,5
3274,p_hat,24,175,exact,5,True,0.00020194053649902344,5
3274,p_hat,24,175,gat_cond+greedy,5,True,0.0021848678588867188,5
678,c_fat,120,866,greedy_min_degree,15,True,0.0012249946594238281,15
678,c_fat,120,866,greedy_random,10,True,4.029273986816406e-05,15
678,c_fat,120,866,sa_restarts,12,True,0.0006039142608642578,15
678,c_fat,120,866,gat_cond+greedy,14,True,0.004502058029174805,15
682,c_fat,142,9744,greedy_min_degree,2,True,0.009289026260375977,3
682,c_fat,142,9744,greedy_random,2,True,4.1961669921875e-05,3
682,c_fat,142,9744,sa_restarts,3,True,0.0008947849273681641,3
682,c_fat,142,9744,gat_cond+greedy,2,True,0.018826961517333984,3
3345,sanchis,23,122,greedy_min_degree,6,True,0.0001742839813232422,6
3345,sanchis,23,122,greedy_random,5,True,2.193450927734375e-05,6
3345,sanchis,23,122,sa_restarts,6,True,0.00023603439331054688,6
3345,sanchis,23,122,exact,6,True,0.00021600723266601562,6
3345,sanchis,23,122,gat_cond+greedy,5,True,0.0023970603942871094,6
1615,hamming,126,6106,greedy_min_degree,8,True,0.00577092170715332,8
1615,hamming,126,6106,greedy_random,8,True,4.482269287109375e-05,8
1615,hamming,126,6106,sa_restarts,8,True,0.0011510848999023438,8
1615,hamming,126,6106,gat_cond+greedy,7,True,0.014342069625854492,8
3384,sanchis,61,1253,greedy_min_degree,5,True,0.0013010501861572266,5
3384,sanchis,61,1253,greedy_random,4,True,2.8133392333984375e-05,5
3384,sanchis,61,1253,sa_restarts,5,True,0.0004558563232421875,5
3384,sanchis,61,1253,gat_cond+greedy,5,True,0.005808115005493164,5
983,c_fat,92,4089,greedy_min_degree,2,True,0.004289150238037109,3
983,c_fat,92,4089,greedy_random,2,True,3.075599670410156e-05,3
983,c_fat,92,4089,sa_restarts,2,True,0.0005421638488769531,3
983,c_fat,92,4089,gat_cond+greedy,3,True,0.012148380279541016,3
2131,johnson,72,1955,greedy_min_degree,7,True,0.0022161006927490234,7
2131,johnson,72,1955,greedy_random,4,True,3.0040740966796875e-05,7
2131,johnson,72,1955,sa_restarts,6,True,0.0005152225494384766,7
2131,johnson,72,1955,gat_cond+greedy,7,True,0.007945775985717773,7
4209,sanchis_random,74,1499,greedy_min_degree,6,True,0.001476287841796875,8
4209,sanchis_random,74,1499,greedy_random,4,True,2.8848648071289062e-05,8
4209,sanchis_random,74,1499,sa_restarts,7,True,0.0006489753723144531,8
4209,sanchis_random,74,1499,gat_cond+greedy,6,True,0.006323814392089844,8
2132,johnson,75,2706,greedy_min_degree,2,True,0.0030257701873779297,2
2132,johnson,75,2706,greedy_random,1,True,2.47955322265625e-05,2
2132,johnson,75,2706,sa_restarts,2,True,0.0003829002380371094,2
2132,johnson,75,2706,gat_cond+greedy,2,True,0.009860038757324219,2
4775,steiner,109,5527,greedy_min_degree,4,True,0.005457162857055664,4
4775,steiner,109,5527,greedy_random,4,True,5.2928924560546875e-05,4
4775,steiner,109,5527,sa_restarts,4,True,0.0008840560913085938,4
4775,steiner,109,5527,gat_cond+greedy,4,True,0.014993906021118164,4
2169,johnson,50,883,greedy_min_degree,6,True,0.0008921623229980469,6
2169,johnson,50,883,greedy_random,4,True,3.790855407714844e-05,6
2169,johnson,50,883,sa_restarts,6,True,0.0004439353942871094,6
2169,johnson,50,883,gat_cond+greedy,4,True,0.004628896713256836,6
1514,hamming,63,1721,greedy_min_degree,3,True,0.0015461444854736328,3
1514,hamming,63,1721,greedy_random,3,True,2.384185791015625e-05,3
1514,hamming,63,1721,sa_restarts,3,True,0.0003528594970703125,3
1514,hamming,63,1721,gat_cond+greedy,3,True,0.007261753082275391,3
23,brockington,38,381,greedy_min_degree,5,True,0.0004150867462158203,7
23,brockington,38,381,greedy_random,4,True,2.002716064453125e-05,7
23,brockington,38,381,sa_restarts,6,True,0.00032901763916015625,7
23,brockington,38,381,gat_cond+greedy,5,True,0.0032622814178466797,7
3499,sanchis,184,8645,greedy_min_degree,9,True,0.009109973907470703,10
3499,sanchis,184,8645,greedy_random,9,True,5.412101745605469e-05,10
3499,sanchis,184,8645,sa_restarts,9,True,0.0017080307006835938,10
3499,sanchis,184,8645,gat_cond+greedy,7,True,0.017531871795654297,10
484,brockington,147,5694,greedy_min_degree,8,True,0.005318880081176758,9
484,brockington,147,5694,greedy_random,7,True,4.291534423828125e-05,9
484,brockington,147,5694,sa_restarts,8,True,0.001148223876953125,9
484,brockington,147,5694,gat_cond+greedy,8,True,0.01824498176574707,9
2198,johnson,71,1917,greedy_min_degree,6,True,0.0019550323486328125,6
2198,johnson,71,1917,greedy_random,7,True,3.123283386230469e-05,6
2198,johnson,71,1917,sa_restarts,6,True,0.00047326087951660156,6
2198,johnson,71,1917,gat_cond+greedy,7,True,0.008196830749511719,6
4408,sanchis_random,159,9675,greedy_min_degree,5,True,0.00939488410949707,6
4408,sanchis_random,159,9675,greedy_random,3,True,4.506111145019531e-05,6
4408,sanchis_random,159,9675,sa_restarts,5,True,0.0010950565338134766,6
4408,sanchis_random,159,9675,gat_cond+greedy,5,True,0.01827716827392578,6
2064,johnson,170,12424,greedy_min_degree,5,True,0.011839151382446289,7
2064,johnson,170,12424,greedy_random,6,True,4.8160552978515625e-05,7
2064,johnson,170,12424,sa_restarts,7,True,0.0013148784637451172,7
2064,johnson,170,12424,gat_cond+greedy,7,True,0.02119898796081543,7
2108,johnson,103,4268,greedy_min_degree,8,True,0.004250764846801758,8
2108,johnson,103,4268,greedy_random,4,True,4.00543212890625e-05,8
2108,johnson,103,4268,sa_restarts,8,True,0.0010380744934082031,8
2108,johnson,103,4268,gat_cond+greedy,8,True,0.012557029724121094,8
1670,johnson,60,1350,greedy_min_degree,6,True,0.0013191699981689453,6
1670,johnson,60,1350,greedy_random,3,True,3.0994415283203125e-05,6
1670,johnson,60,1350,sa_restarts,6,True,0.00047898292541503906,6
1670,johnson,60,1350,gat_cond+greedy,5,True,0.005771160125732422,6
3864,sanchis,81,1958,greedy_min_degree,6,True,0.0018870830535888672,6
3864,sanchis,81,1958,greedy_random,4,True,3.600120544433594e-05,6
3864,sanchis,81,1958,sa_restarts,5,True,0.0005848407745361328,6
3864,sanchis,81,1958,gat_cond+greedy,6,True,0.007834672927856445,6
1331,hamming,54,958,greedy_min_degree,6,True,0.0011088848114013672,7
1331,hamming,54,958,greedy_random,7,True,3.600120544433594e-05,7
1331,hamming,54,958,sa_restarts,7,True,0.0005171298980712891,7
1331,hamming,54,958,gat_cond+greedy,6,True,0.003679037094116211,7
1517,hamming,95,3451,greedy_min_degree,8,True,0.003300905227661133,8
1517,hamming,95,3451,greedy_random,8,True,3.409385681152344e-05,8
1517,hamming,95,3451,sa_restarts,8,True,0.0008668899536132812,8
1517,hamming,95,3451,gat_cond+greedy,5,True,0.01103520393371582,8
2568,keller,200,12437,greedy_min_degree,22,True,0.011393070220947266,23
2568,keller,200,12437,greedy_random,23,True,6.794929504394531e-05,23
2568,keller,200,12437,sa_restarts,11,True,0.0018312931060791016,23
2568,keller,200,12437,gat_cond+greedy,10,True,0.02319192886352539,23
3913,sanchis_random,57,648,greedy_min_degree,9,True,0.0007939338684082031,10
3913,sanchis_random,57,648,greedy_random,7,True,2.9087066650390625e-05,10
3913,sanchis_random,57,648,sa_restarts,10,True,0.0005078315734863281,10
3913,sanchis_random,57,648,gat_cond+greedy,8,True,0.002908945083618164,10
2247,keller,58,775,greedy_min_degree,14,True,0.0008549690246582031,14
2247,keller,58,775,greedy_random,6,True,2.8133392333984375e-05,14
2247,keller,58,775,sa_restarts,13,True,0.0005970001220703125,14
2247,keller,58,775,gat_cond+greedy,14,True,0.0039670467376708984,14
3570,sanchis,46,551,greedy_min_degree,6,True,0.0007059574127197266,7
3570,sanchis,46,551,greedy_random,5,True,2.6941299438476562e-05,7
3570,sanchis,46,551,sa_restarts,6,True,0.000392913818359375,7
3570,sanchis,46,551,gat_cond+greedy,7,True,0.002624988555908203,7
2974,p_hat,90,1320,greedy_min_degree,13,True,0.0014767646789550781,13
2974,p_hat,90,1320,greedy_random,9,True,3.0994415283203125e-05,13
2974,p_hat,90,1320,sa_restarts,10,True,0.0006949901580810547,13
2974,p_hat,90,1320,gat_cond+greedy,10,True,0.005980253219604492,13
4137,sanchis_random,195,7743,greedy_min_degree,11,True,0.0076122283935546875,13
4137,sanchis_random,195,7743,greedy_random,9,True,6.103515625e-05,13
4137,sanchis_random,195,7743,sa_restarts,10,True,0.0015912055969238281,13
4137,sanchis_random,195,7743,gat_cond+greedy,11,True,0.018466949462890625,13
2478,keller,200,12456,greedy_min_degree,26,True,0.014835834503173828,26
2478,keller,200,12456,greedy_random,22,True,7.605552673339844e-05,26
2478,keller,200,12456,sa_restarts,12,True,0.0019986629486083984,26
2478,keller,200,12456,gat_cond+greedy,8,True,0.0217437744140625,26
4843,steiner,40,666,greedy_min_degree,4,True,0.0006430149078369141,4
4843,steiner,40,666,greedy_random,4,True,2.4080276489257812e-05,4
4843,steiner,40,666,sa_restarts,4,True,0.0002980232238769531,4
4843,steiner,40,666,gat_cond+greedy,4,True,0.0037157535552978516,4
4553,steiner,41,677,greedy_min_degree,5,True,0.0006437301635742188,5
4553,steiner,41,677,greedy_random,4,True,1.9073486328125e-05,5
4553,steiner,41,677,sa_restarts,5,True,0.00030422210693359375,5
4553,steiner,41,677,gat_cond+greedy,4,True,0.002917766571044922,5
155,brockington,68,1538,greedy_min_degree,5,True,0.0014727115631103516,6
155,brockington,68,1538,greedy_random,4,True,3.3855438232421875e-05,6
155,brockington,68,1538,sa_restarts,5,True,0.0004980564117431641,6
155,brockington,68,1538,gat_cond+greedy,5,True,0.006479978561401367,6
1824,johnson,27,195,greedy_min_degree,7,True,0.00023794174194335938,7
1824,johnson,27,195,greedy_random,6,True,1.7881393432617188e-05,7
1824,johnson,27,195,sa_restarts,7,True,0.0002658367156982422,7
1824,johnson,27,195,exact,7,True,0.00025010108947753906,7
1824,johnson,27,195,gat_cond+greedy,7,True,0.002480745315551758,7
4347,sanchis_random,166,5255,greedy_min_degree,12,True,0.005380153656005859,13
4347,sanchis_random,166,5255,greedy_random,9,True,6.198883056640625e-05,13
4347,sanchis_random,166,5255,sa_restarts,12,True,0.0011587142944335938,13
4347,sanchis_random,166,5255,gat_cond+greedy,10,True,0.01445913314819336,13
3832,sanchis,56,806,greedy_min_degree,6,True,0.0008749961853027344,7
3832,sanchis,56,806,greedy_random,5,True,2.384185791015625e-05,7
3832,sanchis,56,806,sa_restarts,7,True,0.00043702125549316406,7
3832,sanchis,56,806,gat_cond+greedy,6,True,0.0038878917694091797,7
3931,sanchis_random,31,370,greedy_min_degree,3,True,0.000392913818359375,4
3931,sanchis_random,31,370,greedy_random,4,True,2.7179718017578125e-05,4
3931,sanchis_random,31,370,sa_restarts,4,True,0.00028204917907714844,4
3931,sanchis_random,31,370,exact,4,True,0.0003669261932373047,4
3931,sanchis_random,31,370,gat_cond+greedy,4,True,0.0023720264434814453,4
4459,steiner,118,6356,greedy_min_degree,4,True,0.006041765213012695,4
4459,steiner,118,6356,greedy_random,4,True,3.910064697265625e-05,4
4459,steiner,118,6356,sa_restarts,4,True,0.0008261203765869141,4
4459,steiner,118,6356,gat_cond+greedy,4,True,0.015563011169433594,4
4217,sanchis_random,29,189,greedy_min_degree,6,True,0.00027298927307128906,6
4217,sanchis_random,29,189,greedy_random,3,True,3.0279159545898438e-05,6
4217,sanchis_random,29,189,sa_restarts,5,True,0.0002951622009277344,6
4217,sanchis_random,29,189,exact,6,True,0.0005118846893310547,6
4217,sanchis_random,29,189,gat_cond+greedy,5,True,0.0027799606323242188,6
156,brockington,50,823,greedy_min_degree,5,True,0.0008120536804199219,6
156,brockington,50,823,greedy_random,4,True,2.3126602172851562e-05,6
156,brockington,50,823,sa_restarts,6,True,0.0004048347473144531,6
156,brockington,50,823,gat_cond+greedy,5,True,0.003545045852661133,6
2372,keller,14,24,greedy_min_degree,8,True,8.296966552734375e-05,8
2372,keller,14,24,greedy_random,4,True,1.6927719116210938e-05,8
2372,keller,14,24,sa_restarts,8,True,0.0002028942108154297,8
2372,keller,14,24,exact,8,True,8.296966552734375e-05,8
2372,keller,14,24,gat_cond+greedy,8,True,0.0016698837280273438,8
609,c_fat,30,423,greedy_min_degree,2,True,0.00040793418884277344,2
609,c_fat,30,423,greedy_random,1,True,1.5020370483398438e-05,2
609,c_fat,30,423,sa_restarts,2,True,0.00022411346435546875,2
609,c_fat,30,423,exact,2,True,0.0002608299255371094,2
609,c_fat,30,423,gat_cond+greedy,2,True,0.0023958683013916016,2
3910,sanchis_random,67,1021,greedy_min_degree,8,True,0.001094818115234375,9
3910,sanchis_random,67,1021,greedy_random,6,True,2.4080276489257812e-05,9
3910,sanchis_random,67,1021,sa_restarts,8,True,0.0005779266357421875,9
3910,sanchis_random,67,1021,gat_cond+greedy,8,True,0.006227970123291016,9
4501,steiner,38,595,greedy_min_degree,4,True,0.0005688667297363281,4
4501,steiner,38,595,greedy_random,4,True,1.8835067749023438e-05,4
4501,steiner,38,595,sa_restarts,4,True,0.0002770423889160156,4
4501,steiner,38,595,gat_cond+greedy,4,True,0.002737760543823242,4
2778,keller,200,12499,greedy_min_degree,25,True,0.012393951416015625,25
2778,keller,200,12499,greedy_random,9,True,9.107589721679688e-05,25
2778,keller,200,12499,sa_restarts,13,True,0.0023927688598632812,25
2778,keller,200,12499,gat_cond+greedy,15,True,0.021799802780151367,25
2995,p_hat,56,934,greedy_min_degree,6,True,0.0009648799896240234,6
2995,p_hat,56,934,greedy_random,4,True,3.719329833984375e-05,6
2995,p_hat,56,934,sa_restarts,5,True,0.00045108795166015625,6
2995,p_hat,56,934,gat_cond+greedy,5,True,0.003607034683227539,6
2559,keller,49,571,greedy_min_degree,12,True,0.0006561279296875,13
2559,keller,49,571,greedy_random,6,True,2.288818359375e-05,13
2559,keller,49,571,sa_restarts,12,True,0.0005159378051757812,13
2559,keller,49,571,gat_cond+greedy,8,True,0.0028629302978515625,13
85,brockington,59,1260,greedy_min_degree,4,True,0.0011789798736572266,5
85,brockington,59,1260,greedy_random,3,True,3.0994415283203125e-05,5
85,brockington,59,1260,sa_restarts,5,True,0.0004191398620605469,5
85,brockington,59,1260,gat_cond+greedy,4,True,0.0047228336334228516,5
4214,sanchis_random,141,4088,greedy_min_degree,11,True,0.004079103469848633,11
4214,sanchis_random,141,4088,greedy_random,8,True,4.8160552978515625e-05,11
4214,sanchis_random,141,4088,sa_restarts,10,True,0.001051187515258789,11
4214,sanchis_random,141,4088,gat_cond+greedy,9,True,0.012953758239746094,11
4827,steiner,44,787,greedy_min_degree,4,True,0.00074005126953125,5
4827,steiner,44,787,greedy_random,3,True,2.5272369384765625e-05,5
4827,steiner,44,787,sa_restarts,4,True,0.0003292560577392578,5
4827,steiner,44,787,gat_cond+greedy,3,True,0.0034999847412109375,5
4222,sanchis_random,20,72,greedy_min_degree,6,True,0.00011610984802246094,6
4222,sanchis_random,20,72,greedy_random,4,True,1.5020370483398438e-05,6
4222,sanchis_random,20,72,sa_restarts,5,True,0.00023221969604492188,6
4222,sanchis_random,20,72,exact,6,True,0.00018095970153808594,6
4222,sanchis_random,20,72,gat_cond+greedy,5,True,0.0016760826110839844,6
4605,steiner,41,691,greedy_min_degree,4,True,0.00066375732421875,4
4605,steiner,41,691,greedy_random,4,True,1.7881393432617188e-05,4
4605,steiner,41,691,sa_restarts,4,True,0.00031113624572753906,4
4605,steiner,41,691,gat_cond+greedy,4,True,0.003103017807006836,4
4023,sanchis_random,148,4165,greedy_min_degree,12,True,0.004053831100463867,13
4023,sanchis_random,148,4165,greedy_random,10,True,4.673004150390625e-05,13
4023,sanchis_random,148,4165,sa_restarts,11,True,0.0010852813720703125,13
4023,sanchis_random,148,4165,gat_cond+greedy,10,True,0.012990951538085938,13
